Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipos de Ataques
801,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.29,28571.428,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,14285.714,14285.714,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
443,60816875,14,13,4530,3398,4212,0,323.57144,1120.7108,1627,0,261.3846,571.3501,130.35855,0.44395572,2339110.5,4316369.5,10189021,31,60816875,4678221.0,5233416.0,10240005,229,60765683,5063807.0,5270269.0,10240152,268,0,0,456,424,0.23019926,0.21375646,0,4212,283.14285,868.255,753866.8,0,0,0,1,0,0,0,0,0,293.62964,323.57144,261.3846,456,14,4530,13,3398,29200,109,3,32,72280.164,51923.76,178269,50982,10063826.0,256719.16,10189021,9547408,0
53,33426,2,2,76,162,38,38,38.0,0.0,81,81,81.0,0.0,7120.206,119.66733,11142.0,19295.047,33422,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,80,64,59.833664,59.833664,38,81,55.2,23.55207,554.7,0,0,0,0,0,0,0,0,1,69.0,38.0,81.0,80,2,76,2,162,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,28509,3,6,353,11595,353,0,117.666664,203.80464,5792,0,1932.5,2181.0083,419095.72,315.6898,3563.625,9088.559,25980,2,26006,13003.0,18386.191,26004,2,28485,5697.0,11386.618,26001,46,0,0,104,200,105.22993,210.45985,0,5792,1194.8,1886.8098,3560051.0,0,0,0,1,0,0,0,0,2,1327.5555,117.666664,1932.5,104,3,353,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100982713,6,6,351,11595,351,0,58.5,143.29515,5792,0,1932.5,2181.0083,118.29748,0.11883222,9180247.0,30400000.0,101000000,1,101000000,20200000.0,45100000.0,101000000,1,88367,17673.4,33052.527,76076,46,0,0,200,200,0.05941611,0.05941611,0,5792,918.9231,1716.029,2944755.5,0,0,0,0,1,0,0,0,1,995.5,58.5,1932.5,200,6,351,6,11595,274,235,1,32,3.0,0.0,3,3,101000000.0,0.0,101000000,101000000,1
80,98792807,5,6,419,11595,407,0,83.8,180.6992,4344,0,1932.5,1754.8314,121.60805,0.11134414,9879281.0,31200000.0,98700000,5,98700000,24700000.0,49300000.0,98700000,5,95504,19100.8,35768.07,82305,18,0,0,144,200,0.05061097,0.060733166,0,4344,1001.6667,1535.348,2357293.5,1,0,0,0,0,0,0,0,1,1092.7273,83.8,1932.5,144,5,419,6,11595,0,235,2,20,1809.0,0.0,1809,1809,98700000.0,0.0,98700000,98700000,1
80,1452311,3,6,26,11607,20,0,8.666667,10.263203,5840,0,1934.5,2538.9192,8009.992,6.1970196,181538.88,513007.28,1451167,8,828,414.0,475.17575,750,78,1452274,290454.8,648857.94,1451167,8,0,0,72,132,2.0656734,4.1313467,0,5840,1163.3,2138.329,4572451.5,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,72,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,100153695,6,7,373,11595,355,0,62.166668,143.48856,4344,0,1656.4286,1760.5973,119.49634,0.1298005,8346141.0,28800000.0,100000000,6,100000000,20000000.0,44700000.0,100000000,6,100000000,16700000.0,40800000.0,100000000,48,0,0,164,232,0.059907924,0.06989258,0,4344,855.2857,1459.4384,2129960.2,1,0,0,0,0,0,0,0,1,921.0769,62.166668,1656.4286,164,6,373,7,11595,0,235,3,20,12014.0,0.0,12014,12014,100000000.0,0.0,100000000,100000000,1
80,100766627,10,6,1044,11595,348,0,104.4,168.09998,5792,0,1932.5,2181.0083,125.42843,0.15878274,6717775.0,25900000.0,100000000,0,101000000,11200000.0,33400000.0,100000000,0,560273,112054.6,184417.56,424957,45,0,0,328,200,0.09923921,0.059543524,0,5792,743.4706,1523.9321,2322369.2,0,0,0,0,1,0,0,0,0,789.9375,104.4,1932.5,328,10,1044,6,11595,274,235,3,32,984.0,0.0,984,984,100000000.0,0.0,100000000,100000000,1
53,44396,1,1,56,93,56,56,56.0,0.0,93,93,93.0,0.0,3356.1582,45.049103,44396.0,0.0,44396,44396,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,20,22.524551,22.524551,56,93,68.333336,21.36196,456.33334,0,0,0,0,0,0,0,0,1,102.5,56.0,93.0,32,1,56,1,93,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
22,11826880,20,33,2008,2745,640,0,100.4,141.91414,976,0,83.181816,217.28574,401.88113,4.481317,227440.0,609245.6,2189437,3,10200000,534370.9,906114.3,2264539,275,11800000,369585.28,746033.5,2189437,3,0,0,648,1064,1.691063,2.790254,0,976,88.01852,189.59027,35944.473,0,0,0,1,0,0,0,0,1,89.679245,100.4,83.181816,648,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,83830322,6,8,389,11595,371,0,64.833336,150.01923,4344,0,1449.375,1547.982,142.95543,0.167004,6448486.5,23200000.0,83700000,3,83800000,16800000.0,37400000.0,83700000,987,83800000,12000000.0,31600000.0,83700000,48,0,0,164,264,0.071573146,0.095430866,0,4344,799.3333,1312.9308,1723787.1,1,0,0,0,0,0,0,0,1,856.4286,64.833336,1449.375,164,6,389,8,11595,0,235,3,20,11990.0,0.0,11990,11990,83700000.0,0.0,83700000,83700000,1
80,5191034,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.6233563,0.7705594,1730344.6,2997040.5,5191029,1,5191034,1730344.6,2997040.5,5191029,1,0,0.0,0.0,0,0,0,0,80,0,0.7705594,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,5191029.0,0.0,5191029,5191029,1
443,1151933,14,10,1113,5482,629,0,79.5,174.81892,1448,0,548.2,630.0199,5725.159,20.834545,50084.043,175934.05,847291,1,1151933,88610.234,233114.86,847291,1,1120225,124469.445,283454.03,870451,1,0,0,460,328,12.153484,8.681061,0,1448,263.8,470.97336,221815.92,0,0,0,1,0,0,0,0,0,274.79166,79.5,548.2,460,14,1113,10,5482,65535,978,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,115571044,25,24,865,19485,392,0,34.6,86.532265,2920,0,811.875,1018.9215,176.08217,0.42398164,2407730.0,4249666.0,10000000,1,116000000,4815460.0,5001887.0,10000000,3,110000000,4797712.0,5115607.5,10000000,1,0,0,512,624,0.21631716,0.20766447,0,2920,407.0,803.3755,645412.2,0,0,0,1,0,0,0,0,0,415.30612,34.6,811.875,512,25,865,24,19485,8192,62,24,20,30831.084,26247.463,114177,23096,9600089.0,1385591.9,10000000,5200244,0
54063,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.56,43478.26,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,21739.13,21739.13,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,513,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98630820,5,7,430,11595,418,0,86.0,185.61789,5792,0,1656.4286,2429.1187,121.9193,0.12166582,8966438.0,29700000.0,98600000,2,98600000,24700000.0,49300000.0,98600000,57,98600000,16400000.0,40300000.0,98600000,2,0,0,144,232,0.050694093,0.07097173,0,5792,925.46155,1907.2362,3637549.8,1,0,0,0,0,0,0,0,1,1002.5833,86.0,1656.4286,144,5,430,7,11595,0,235,2,20,11985.0,0.0,11985,11985,98600000.0,0.0,98600000,98600000,1
445,11178653,21,15,1942,2124,252,0,92.47619,79.959755,307,0,141.6,103.96895,363.72897,3.2204237,319390.1,1844878.8,10920101,2,11178653,558932.6,2439196.5,10920101,2,11178527,798466.2,2971061.0,11120981,3,0,0,444,324,1.8785806,1.3418432,0,307,109.89189,93.20401,8686.988,0,0,0,1,0,0,0,0,0,112.94444,92.47619,141.6,444,21,1942,15,2124,8192,2049,19,20,258305.0,0.0,258305,258305,10920101.0,0.0,10920101,10920101,0
53,399926,1,1,42,198,42,42,42.0,0.0,198,198,198.0,0.0,600.111,5.000925,399926.0,0.0,399926,399926,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,2.5004625,2.5004625,42,198,94.0,90.06664,8112.0,0,0,0,0,0,0,0,0,1,141.0,42.0,198.0,20,1,42,1,198,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,98724810,8,6,361,11595,355,0,45.125,125.22601,7240,0,1932.5,2695.6392,121.10431,0.14180833,7594216.0,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,29604,5920.8,8127.516,17088,90,0,0,252,200,0.08103333,0.060774997,0,7240,797.06665,1877.2324,3524001.5,0,0,0,0,1,0,0,0,0,854.0,45.125,1932.5,252,8,361,6,11595,251,235,2,20,2006.0,0.0,2006,2006,98700000.0,0.0,98700000,98700000,1
1151,98,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,163265.31,40816.33,32.666668,27.428696,49,1,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,48,40,20408.164,20408.164,2,6,3.6,2.1908903,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30706,4,2,160,336,40,40,40.0,0.0,168,168,168.0,0.0,16153.194,195.40155,6141.2,13155.256,29662,3,29669,9889.667,17123.344,29662,3,48,48.0,0.0,48,48,0,0,104,64,130.2677,65.13385,40,168,76.57143,62.457603,3900.9524,0,0,0,0,0,0,0,0,0,89.333336,40.0,168.0,104,4,160,2,336,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,183,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1158470.0,21857.924,61.0,21.656408,86,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,64,64,10928.962,10928.962,45,61,51.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
51163,231,3,0,43,0,31,6,14.333333,14.433757,0,0,0.0,0.0,186147.19,12987.013,115.5,161.92746,230,1,231,115.5,161.92746,230,1,0,0.0,0.0,0,0,0,0,60,0,12987.013,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.333334,14.333333,0.0,60,3,43,0,0,62,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,295581,3,4,26,11601,20,0,8.666667,10.263203,5840,0,2900.25,3345.637,39336.086,23.68217,49263.5,103390.14,258291,25,37019,18509.5,24723.988,35992,1027,295556,98518.664,139595.72,258291,151,0,0,72,92,10.149502,13.53267,0,5840,1453.375,2681.3564,7189672.5,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
443,1412700,5,0,442,0,405,0,88.4,177.70847,0,0,0.0,0.0,312.87607,3.539322,353175.0,702394.7,1406759,4,1412700,353175.0,702394.7,1406759,4,0,0.0,0.0,0,0,0,0,160,0,3.539322,0.0,0,405,73.666664,162.99284,26566.666,0,0,0,0,1,0,0,0,0,88.4,88.4,0.0,160,5,442,0,0,33285,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1211840,3,4,26,11607,20,0,8.666667,10.263203,11595,0,2901.75,5795.5005,9599.452,5.77634,201973.33,494152.22,1210657,6,1117,558.5,702.15704,1055,62,1211789,403929.66,698646.56,1210657,6,0,0,72,92,2.4755743,3.3007658,0,11595,1454.125,4097.5376,16800000.0,0,0,0,1,0,0,0,0,1,1661.8572,8.666667,2901.75,72,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
992,53,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,113207.55,37735.848,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,18867.924,18867.924,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,99412813,7,6,344,11595,344,0,49.142857,130.01978,4344,0,1932.5,1754.8314,120.095184,0.13076785,8284401.0,28700000.0,99300000,1,99300000,16600000.0,40500000.0,99300000,1,114526,22905.2,38154.797,88099,14,0,0,232,200,0.070413455,0.060354393,0,4344,852.7857,1460.8068,2133956.2,0,0,0,0,1,0,0,0,0,918.38464,49.142857,1932.5,232,7,344,6,11595,274,235,1,32,5.0,0.0,5,5,99300000.0,0.0,99300000,99300000,1
80,85630099,6,7,371,11595,353,0,61.833332,142.67224,4344,0,1656.4286,2118.2273,139.74059,0.15181577,7135841.5,24700000.0,85500000,3,85500000,17100000.0,38200000.0,85500000,5,85600000,14300000.0,34900000.0,85500000,3,0,0,164,232,0.07006882,0.08174696,0,4344,855.1429,1664.4379,2770353.2,1,0,0,0,0,0,0,0,1,920.9231,61.833332,1656.4286,164,6,371,7,11595,0,235,3,20,15015.0,0.0,15015,15015,85500000.0,0.0,85500000,85500000,1
53,50436,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,5749.8613,79.30843,16812.0,29034.367,50338,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,40,64,39.654217,39.654217,43,102,66.6,32.31563,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,40,2,86,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,77365947,2,2,98,303,57,41,49.0,11.313708,185,118,151.5,47.376156,5.183159,0.051702335,25800000.0,44600000.0,77300000,30299,77300000,77300000.0,0.0,77300000,77300000,77300000,77300000.0,0.0,77300000,77300000,0,0,64,52,0.025851168,0.025851168,41,185,91.6,59.94831,3593.8,0,0,0,0,0,0,0,0,1,114.5,49.0,151.5,64,2,98,2,303,-1,-1,1,32,30881.0,0.0,30881,30881,77300000.0,0.0,77300000,77300000,0
80,9977,4,1,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2405.5327,501.15265,2494.25,4961.199,9936,1,9977,3325.6667,5758.4917,9975,1,0,0.0,0.0,0,0,0,0,80,32,400.92212,100.23053,0,6,5.0,2.4494898,6.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,80,4,24,1,0,0,235,3,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85710215,6,6,342,11595,342,0,57.0,139.62091,4344,0,1932.5,1977.8129,139.27162,0.14000665,7791837.5,25800000.0,85500000,1,85500000,17100000.0,38200000.0,85500000,1,196571,39314.2,74946.97,172084,47,0,0,200,200,0.07000332,0.07000332,0,4344,918.2308,1610.4374,2593508.2,0,0,0,0,1,0,0,0,1,994.75,57.0,1932.5,200,6,342,6,11595,251,235,1,32,4.0,0.0,4,4,85500000.0,0.0,85500000,85500000,1
