Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipos de Ataques
61045,80288965,6,9,12976,56,5840,0,2162.6667,2213.4644,20,0,6.2222223,5.7831173,162.3137,0.18682517,5734926.0,19800000.0,74500000,1,80300000,16100000.0,34900000.0,78500000,200,78500000,9810992.0,26200000.0,74500000,1,1,0,132,204,0.07473007,0.1120951,0,5840,900.4375,1662.8995,2765235.0,0,1,0,0,1,1,0,0,1,960.4667,2162.6667,6.2222223,132,6,12976,9,56,229,256,4,20,4014693.0,0.0,4014693,4014693,74500000.0,0.0,74500000,74500000,BENIGN
4899,105,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,76190.48,19047.62,105.0,0.0,105,105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,9523.81,9523.81,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
80,85261051,8,5,373,11595,367,0,46.625,129.46808,7240,0,2319.0,3331.6382,140.3689,0.1524729,7105087.5,24600000.0,85100000,1,85100000,12200000.0,32200000.0,85100000,1,153430,38357.5,66934.92,138209,85,0,0,252,168,0.093829475,0.058643423,0,7240,854.8571,2169.5771,4707065.5,0,0,0,0,1,0,0,0,0,920.61536,46.625,2319.0,252,8,373,5,11595,274,235,2,20,995.0,0.0,995,995,85100000.0,0.0,85100000,85100000,DoS
4006,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.39,37735.848,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18867.924,18867.924,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
21,9660227,9,15,95,188,19,0,10.555555,8.11035,34,0,12.533334,14.54975,29.295378,2.4844136,420009.88,1092226.6,3300667,3,6317567,789695.9,1461505.8,3263090,3,9660107,690007.6,1348420.6,3300667,3,0,0,296,488,0.9316551,1.5527586,0,34,11.32,12.324501,151.89333,0,0,0,1,0,0,0,0,1,11.791667,10.555555,12.533334,296,9,95,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1277,41,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,146341.47,48780.49,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,24390.244,24390.244,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
9594,3,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,2000000.0,666666.7,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,333333.34,333333.34,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
80,8245806,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.6382132,0.60636884,2061451.5,4121559.0,8243790,0,8245806,2061451.5,4121559.0,8243790,0,0,0.0,0.0,0,0,0,0,100,0,0.60636884,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,2016.0,0.0,2016,2016,8243790.0,0.0,8243790,8243790,DDoS
21,8676096,9,15,110,188,24,0,12.222222,9.921917,34,0,12.533334,14.54975,34.347244,2.766221,377221.56,980223.94,3036397,3,5597668,699708.5,1296268.4,2996934,219,8676038,619717.0,1210046.2,3036397,3,0,0,296,488,1.0373329,1.7288882,0,34,11.92,12.747288,162.49333,0,0,0,1,0,0,0,0,1,12.416667,12.222222,12.533334,296,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
80,98665716,8,6,363,11595,363,0,45.375,128.33987,4344,0,1932.5,1754.8314,121.19711,0.14189325,7589670.5,27400000.0,98600000,1,98700000,14100000.0,37300000.0,98600000,1,21422,4284.4,5750.2666,11166,47,0,0,264,200,0.08108186,0.060811397,0,4344,797.2,1424.3634,2028811.1,0,0,0,0,1,0,0,0,0,854.1429,45.375,1932.5,264,8,363,6,11595,274,235,1,32,1012.0,0.0,1012,1012,98600000.0,0.0,98600000,98600000,DoS
54328,35,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,171428.58,57142.855,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,28571.428,28571.428,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
80,732546,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,40.95306,6.82551,183136.5,364583.06,730011,573,732546,183136.5,364583.06,730011,573,0,0.0,0.0,0,0,0,0,100,0,6.82551,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,12958859,21,32,2008,2745,640,0,95.61905,140.04517,976,0,85.78125,220.24059,366.77612,4.089866,249208.83,670381.25,2215866,4,10700000,535002.06,936633.4,2251854,259,13000000,418025.0,831363.1,2215866,4,0,0,680,1032,1.6205131,2.4693532,0,976,88.01852,189.59027,35944.473,0,0,0,1,0,0,0,0,1,89.679245,95.61905,85.78125,680,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
80,109489052,4,3,363,0,351,0,90.75,173.5922,0,0,0.0,0.0,3.3154,0.063933335,18200000.0,44700000.0,109000000,94,109000000,36500000.0,63200000.0,109000000,581,109000000,54700000.0,77400000.0,109000000,5261,0,0,136,104,0.036533333,0.0274,0,351,45.375,123.56252,15267.696,0,0,0,1,0,0,0,0,0,51.857143,90.75,0.0,136,4,363,3,0,29200,235,2,32,5355.0,0.0,5355,5355,109000000.0,0.0,109000000,109000000,DoS
53,152,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,605263.2,26315.79,50.666668,85.16063,149,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,64,64,13157.895,13157.895,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,82645051,8,6,56,11607,20,0,7.0,5.656854,5755,0,1934.5,2529.1245,141.12158,0.16939913,6357311.5,21100000.0,76600000,0,80800000,11500000.0,28700000.0,76600000,0,1821382,364276.4,813920.25,1820261,3,0,0,172,132,0.09679951,0.07259963,0,5755,777.93335,1799.9811,3239931.8,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,8,56,6,11607,256,229,6,20,4201916.0,0.0,4201916,4201916,76600000.0,0.0,76600000,76600000,DDoS
80,98876723,10,6,356,11595,356,0,35.6,112.57709,7240,0,1932.5,2845.8357,120.867676,0.16181765,6591781.5,25500000.0,98900000,1,98900000,11000000.0,33000000.0,98900000,1,10440,2088.0,4397.0444,9953,49,0,0,328,200,0.101136036,0.060681622,0,7240,703.0,1847.7423,3414151.5,0,0,0,0,1,0,0,0,0,746.9375,35.6,1932.5,328,10,356,6,11595,251,235,1,32,1977.0,0.0,1977,1977,98900000.0,0.0,98900000,98900000,DoS
22,12738245,21,32,2008,2745,640,0,95.61905,140.04517,976,0,85.78125,220.24059,373.12833,4.160699,244966.25,658678.0,2343583,4,10600000,532107.94,936516.0,2401275,310,12700000,410906.94,816815.75,2343583,4,0,0,680,1032,1.6485788,2.51212,0,976,88.01852,189.59027,35944.473,0,0,0,1,0,0,0,0,1,89.679245,95.61905,85.78125,680,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
58238,70,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,171428.58,28571.428,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,20,20,14285.714,14285.714,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,946,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,71484,3,5,26,11607,20,0,8.666667,10.263203,8675,0,2321.4,3769.5361,162735.72,111.913155,10212.0,25631.861,68296,3,2866,1433.0,2022.3254,2863,3,71368,17842.0,33659.273,68296,90,0,0,72,112,41.967434,69.945724,0,8675,1292.5555,2931.4294,8593279.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,61029386,18,17,2025,5875,549,0,112.5,205.69716,1858,2,345.58823,557.6711,129.44583,0.5734942,1794982.0,3836758.8,10000000,53,61000000,3589964.0,4882133.0,10100000,703,61000000,3811124.2,4960062.0,10100000,219,0,0,372,344,0.29493988,0.27855432,0,1858,219.44444,421.55417,177707.9,0,0,0,1,0,0,0,0,0,225.71428,112.5,345.58823,372,18,2025,17,5875,8192,33489,17,20,190589.5,342765.22,890256,50536,9959454.0,102361.64,10000000,9750517,BENIGN
80,98468777,9,6,322,11595,322,0,35.77778,107.333336,4344,0,1932.5,1754.8314,121.02313,0.15233254,7033484.0,26300000.0,98400000,0,98400000,12300000.0,34800000.0,98400000,0,43506,8701.2,13605.201,31226,47,0,0,296,200,0.09139953,0.06093302,0,4344,744.8125,1391.2167,1935483.9,0,0,0,0,1,0,0,0,0,794.4667,35.77778,1932.5,296,9,322,6,11595,251,235,1,32,2038.0,0.0,2038,2038,98400000.0,0.0,98400000,98400000,DoS
443,1937073,14,12,818,4934,219,0,58.42857,76.95425,1430,0,411.16666,590.6625,2969.4287,13.422313,77482.92,154376.08,588312,1,1937073,149005.61,199636.38,625393,4,1311936,119266.91,174144.7,469854,1,0,0,292,252,7.2273993,6.194914,0,1430,213.03703,428.1351,183299.66,0,0,0,1,0,0,0,0,0,221.23077,58.42857,411.16666,292,14,818,12,4934,8192,360,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,8748,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,228.62369,8748.0,0.0,8748,8748,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,114.311844,114.311844,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,65535,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,53,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37735.848,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,18867.924,18867.924,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
8080,1014679,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.739601,5.9132,202935.8,277197.25,512175,360,1014123,507061.5,7740.6978,512535,501588,1014034,507017.0,8080.8164,512731,501303,0,0,92,60,2.9566,2.9566,0,6,2.5714285,3.207135,10.285714,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,105680698,16,3,2541,6,231,0,158.8125,110.58283,6,0,2.0,3.4641016,24.1009,0.17978685,5871150.0,12500000.0,51300000,97,106000000,7045373.5,13500000.0,51300000,437,103000000,51300000.0,28200000.0,71300000,31400000,0,0,536,100,0.15139945,0.028387398,0,231,127.35,117.573395,13823.503,0,0,0,1,0,0,0,0,0,134.05263,158.8125,2.0,536,16,2541,3,6,29200,0,11,32,4705104.5,6653228.0,9409647,562,19300000.0,18800000.0,51300000,5741054,DoS
1199,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.14,37037.035,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,18518.518,18518.518,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
22,11657758,20,33,2008,2745,640,0,100.4,141.91414,976,0,83.181816,217.28574,407.71133,4.5463285,224187.66,600546.8,2168399,17,9915809,521884.7,882921.6,2216437,397,11700000,364302.2,735433.9,2168399,17,0,0,648,1064,1.7155957,2.830733,0,976,88.01852,189.59027,35944.473,0,0,0,1,0,0,0,0,1,89.679245,100.4,83.181816,648,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
56832,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.887,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,16393.443,16393.443,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,118,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,9697397,9,15,109,188,24,0,12.111111,9.829095,34,0,12.533334,14.54975,30.626776,2.474891,421625.97,1100508.0,3568736,3,6782625,847828.1,1572701.2,3613478,4,9697295,692663.94,1359198.0,3568736,3,0,0,296,488,0.9280841,1.5468068,0,34,11.88,12.722421,161.86,0,0,0,1,0,0,0,0,1,12.375,12.111111,12.533334,296,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
5414,74,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,81081.08,27027.027,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,13513.514,13513.514,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
21,8838660,9,15,120,188,34,0,13.333333,11.800424,34,0,12.533334,14.54975,34.846912,2.7153437,384289.56,980894.2,3072608,1,5976060,747007.5,1343341.2,3115359,3,8838566,631326.1,1208442.6,3072608,1,0,0,296,488,1.0182539,1.6970898,0,34,12.32,13.290724,176.64333,0,0,0,1,0,0,0,0,1,12.833333,13.333333,12.533334,296,9,120,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
8080,72828,4,3,210,134,198,0,52.5,97.04123,128,0,44.666668,72.23111,4723.458,96.116875,12138.0,28926.592,71182,18,72828,24276.0,41562.254,72267,18,71737,35868.5,49940.832,71182,555,0,0,92,72,54.92393,41.192947,0,198,43.0,76.44232,5843.4287,0,0,0,1,0,0,0,0,0,49.142857,52.5,44.666668,92,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
443,829038,22,23,890,31267,202,0,40.454544,66.28562,3113,0,1359.4348,812.20026,38788.332,54.27978,18841.773,45017.434,149373,3,829038,39478.0,65931.91,201431,3,673446,30611.182,66340.89,200593,49,0,0,452,472,26.536781,27.742998,0,3113,699.06525,877.70667,770369.0,0,0,0,1,0,0,0,0,1,714.6,40.454544,1359.4348,452,22,890,23,31267,8192,254,21,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
