Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Tipos de Ataques
1580,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.19,45454.547,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,22727.273,22727.273,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
56979,41,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.49,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,32,32,24390.244,24390.244,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,1,0,1,0,357,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,9890754,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.033136,0.5055226,2472688.5,4944033.0,9888738,155,9890754,2472688.5,4944033.0,9888738,155,0,0.0,0.0,0,0,0,0,100,0,0.5055226,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,2016.0,0.0,2016,2016,9888738.0,0.0,9888738,9888738,DDoS
1914,70,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,85714.29,28571.428,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,14285.714,14285.714,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
80,100684903,8,6,349,11595,349,0,43.625,123.39014,5792,0,1932.5,2362.7815,118.62752,0.13904765,7744992.5,27900000.0,101000000,2,101000000,14400000.0,38000000.0,101000000,2,121590,24318.0,47221.246,108208,5,0,0,264,200,0.07945581,0.059591856,0,5792,796.26666,1709.8916,2923729.2,0,0,0,0,1,0,0,0,0,853.1429,43.625,1932.5,264,8,349,6,11595,251,235,1,32,869.0,0.0,869,869,101000000.0,0.0,101000000,101000000,DoS
80,3311889,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.2466197,1.20777,1103963.0,1906063.0,3304893,988,3311889,1103963.0,1906063.0,3304893,988,0,0.0,0.0,0,0,0,0,80,0,1.20777,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,597094,2,4,20,11601,20,0,10.0,14.142136,7215,0,2900.25,3540.003,19462.598,10.048669,119418.8,248745.88,563657,70,33207,33207.0,0.0,33207,33207,596948,198982.67,316247.22,563657,160,0,0,52,92,3.3495564,6.699113,0,7215,1660.1428,2942.4634,8658090.0,0,0,0,1,0,0,0,0,2,1936.8334,10.0,2900.25,52,2,20,4,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,98325787,8,6,351,11595,351,0,43.875,124.09724,7240,0,1932.5,2695.6392,121.49407,0.14238381,7563522.0,27300000.0,98300000,0,98300000,14000000.0,37200000.0,98300000,0,14478,2895.6,4703.8296,10976,71,0,0,264,200,0.08136217,0.061021633,0,7240,796.4,1877.4811,3524935.5,0,0,0,0,1,0,0,0,0,853.2857,43.875,1932.5,264,8,351,6,11595,274,235,1,32,1011.0,0.0,1011,1011,98300000.0,0.0,98300000,98300000,DoS
80,30914,3,4,26,11601,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,376107.9,226.43463,5152.3335,11645.177,28911,9,29018,14509.0,20506.096,29009,9,30816,10272.0,16420.826,29231,546,0,0,72,92,97.04341,129.39122,0,8760,1453.375,3113.9526,9696701.0,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
5904,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.19,47619.047,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,24,20,23809.523,23809.523,2,6,3.3333333,2.309401,5.3333335,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
80,2642950,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,9.080762,1.5134603,880983.3,1523279.4,2639914,5,2642950,880983.3,1523279.4,2639914,5,0,0.0,0.0,0,0,0,0,80,0,1.5134603,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,461244,2,6,20,11601,20,0,10.0,14.142136,4380,0,1933.5,1757.7899,25194.908,17.344398,65892.0,164376.05,438206,7,22012,22012.0,0.0,22012,22012,461237,92247.4,193635.06,438206,14,0,0,52,132,4.3360996,13.008299,0,4380,1291.2222,1690.9601,2859346.0,0,0,0,1,0,0,0,0,3,1452.625,10.0,1933.5,52,2,20,6,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,98927705,9,5,371,11595,371,0,41.22222,123.666664,10136,0,2319.0,4414.366,120.957016,0.14151749,7609823.5,27400000.0,98900000,1,98900000,12400000.0,35000000.0,98900000,1,64395,16098.75,25775.746,54126,65,0,0,296,168,0.09097552,0.05054196,0,10136,797.73334,2610.792,6816234.5,0,0,0,0,1,0,0,0,0,854.7143,41.22222,2319.0,296,9,371,5,11595,251,235,1,32,1992.0,0.0,1992,1992,98900000.0,0.0,98900000,98900000,DoS
80,39277,3,4,26,11601,20,0,8.666667,10.263203,8760,0,2900.25,4128.3193,296025.66,178.22134,6546.1665,13299.224,33359,94,33645,16822.5,23519.078,33453,192,39183,13061.0,18025.072,33660,180,0,0,72,92,76.38058,101.840775,0,8760,1453.375,3113.9526,9696701.0,0,0,0,1,0,0,0,0,1,1661.0,8.666667,2900.25,72,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5949858,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.042137,0.8403562,1487464.5,2968934.5,5940863,1,5949858,1487464.5,2968934.5,5940863,1,0,0.0,0.0,0,0,0,0,100,0,0.8403562,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,5,30,0,0,256,-1,4,20,8995.0,0.0,8995,8995,5940863.0,0.0,5940863,5940863,DDoS
8080,1028597,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.499565,5.8331885,205719.4,281101.8,528137,467,1027862,513931.0,20817.225,528651,499211,1028083,514041.5,20594.484,528604,499479,0,0,92,60,2.9165943,2.9165943,0,6,2.5714285,3.207135,10.285714,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,84672115,8,6,351,11595,351,0,43.875,124.09724,4344,0,1932.5,1754.8314,141.0854,0.16534369,6513239.5,23400000.0,84500000,3,84500000,12100000.0,31900000.0,84500000,3,146463,29292.6,58330.414,133156,48,0,0,264,200,0.09448211,0.070861585,0,4344,796.4,1424.628,2029565.1,0,0,0,0,1,0,0,0,0,853.2857,43.875,1932.5,264,8,351,6,11595,274,235,1,32,1997.0,0.0,1997,1997,84500000.0,0.0,84500000,84500000,DoS
43852,115833,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25.899355,57916.5,81839.83,115786,47,115833,115833.0,0.0,115833,115833,0,0.0,0.0,0,0,0,0,64,32,17.266237,8.633119,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,2,0,1,0,243,699,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5493652,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7281131,1831217.4,3170977.8,5492747,120,5493652,2746826.0,3883318.8,5492747,905,0,0.0,0.0,0,0,0,0,104,40,0.5460848,0.18202828,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
8080,65209,4,3,208,134,196,0,52.0,96.04166,128,0,44.666668,72.23111,5244.675,107.347145,10868.167,25530.676,62978,48,65209,21736.334,36825.605,64256,48,63594,31797.0,44096.594,62978,616,0,0,92,72,61.341225,46.00592,0,196,42.75,75.86407,5755.357,0,0,0,1,0,0,0,0,0,48.857143,52.0,44.666668,92,4,208,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
80,97873474,8,6,56,11607,20,0,7.0,5.656854,5840,0,1934.5,2538.9192,119.164055,0.14304182,7528729.0,26900000.0,97000000,1,97100000,13900000.0,36600000.0,97000000,1,749415,149883.0,334546.78,748338,3,0,0,172,132,0.08173818,0.061303638,0,5840,777.93335,1804.899,3257660.2,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,8,56,6,11607,256,229,6,20,151000.0,0.0,151000,151000,97000000.0,0.0,97000000,97000000,DDoS
53,94177,2,2,76,226,38,38,38.0,0.0,113,113,113.0,0.0,3206.7278,42.473217,31392.334,54368.785,94172,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,64,64,21.236609,21.236609,38,113,68.0,41.079193,1687.5,0,0,0,0,0,0,0,0,1,85.0,38.0,113.0,64,2,76,2,226,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5901667,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6777746,1967222.4,3379034.5,5868950,66,5901667,2950833.5,4126840.0,5868950,32717,0,0.0,0.0,0,0,0,0,104,40,0.50833094,0.16944365,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,879330,3,5,26,11607,20,0,8.666667,10.263203,8675,0,2321.4,3769.5361,13229.391,9.097836,125618.57,331837.88,878156,4,844,422.0,383.25186,693,151,879288,219822.0,438889.53,878156,4,0,0,72,112,3.4116883,5.686147,0,8675,1292.5555,2931.4294,8593279.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,72,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
1533,27,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,222222.22,74074.07,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,37037.035,37037.035,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
616,89,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,67415.73,22471.91,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,40,20,11235.955,11235.955,0,6,2.0,3.4641016,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
